language,period,repetition,test_accuracy,test_f1_macro,training_logs,precision_class_0,recall_class_0,f1_class_0,precision_class_1,recall_class_1,f1_class_1,precision_class_2,recall_class_2,f1_class_2
pt,after_2016,1,0.3333333333333333,0.2333333333333333,"[{""loss"": 1.0803, ""grad_norm"": 3.417738199234009, ""learning_rate"": 1.3333333333333333e-05, ""epoch"": 1.0}, {""loss"": 1.0574, ""grad_norm"": 2.645848512649536, ""learning_rate"": 6.666666666666667e-06, ""epoch"": 2.0}, {""loss"": 1.0324, ""grad_norm"": 1.9920471906661987, ""learning_rate"": 0.0, ""epoch"": 3.0}, {""train_runtime"": 180.7877, ""train_samples_per_second"": 0.962, ""train_steps_per_second"": 0.033, ""train_loss"": 1.0566926797231038, ""epoch"": 3.0}]",0.16666666666666666,0.16666666666666666,0.16666666666666666,0.4444444444444444,0.6666666666666666,0.5333333333333333,0.0,0.0,0.0
pt,after_2016,2,0.26666666666666666,0.19999999999999998,"[{""loss"": 1.0826, ""grad_norm"": 3.094602584838867, ""learning_rate"": 1.3333333333333333e-05, ""epoch"": 1.0}, {""loss"": 1.0482, ""grad_norm"": 2.755405902862549, ""learning_rate"": 6.666666666666667e-06, ""epoch"": 2.0}, {""loss"": 1.0054, ""grad_norm"": 2.5528929233551025, ""learning_rate"": 0.0, ""epoch"": 3.0}, {""train_runtime"": 180.9603, ""train_samples_per_second"": 0.962, ""train_steps_per_second"": 0.033, ""train_loss"": 1.045417030652364, ""epoch"": 3.0}]",0.2222222222222222,0.3333333333333333,0.26666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0
pt,after_2016,3,0.3333333333333333,0.24542124542124544,"[{""loss"": 1.0968, ""grad_norm"": 3.962510108947754, ""learning_rate"": 1.3333333333333333e-05, ""epoch"": 1.0}, {""loss"": 1.0313, ""grad_norm"": 1.8992643356323242, ""learning_rate"": 6.666666666666667e-06, ""epoch"": 2.0}, {""loss"": 1.0137, ""grad_norm"": 2.292170286178589, ""learning_rate"": 0.0, ""epoch"": 3.0}, {""train_runtime"": 180.1528, ""train_samples_per_second"": 0.966, ""train_steps_per_second"": 0.033, ""train_loss"": 1.0472484429677327, ""epoch"": 3.0}]",0.2857142857142857,0.3333333333333333,0.3076923076923077,0.375,0.5,0.42857142857142855,0.0,0.0,0.0
pt,after_2016,4,0.4666666666666667,0.3333333333333333,"[{""loss"": 1.1065, ""grad_norm"": 3.656398057937622, ""learning_rate"": 1.3333333333333333e-05, ""epoch"": 1.0}, {""loss"": 1.0451, ""grad_norm"": Infinity, ""learning_rate"": 1e-05, ""epoch"": 2.0}, {""loss"": 1.0408, ""grad_norm"": 2.6861937046051025, ""learning_rate"": 3.3333333333333333e-06, ""epoch"": 3.0}, {""train_runtime"": 180.3407, ""train_samples_per_second"": 0.965, ""train_steps_per_second"": 0.033, ""train_loss"": 1.0641170740127563, ""epoch"": 3.0}]",0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5555555555555556,0.8333333333333334,0.6666666666666666,0.0,0.0,0.0
pt,after_2016,5,0.5333333333333333,0.37719298245614036,"[{""loss"": 1.0923, ""grad_norm"": 2.4164414405822754, ""learning_rate"": 1.3333333333333333e-05, ""epoch"": 1.0}, {""loss"": 1.0596, ""grad_norm"": 2.6964845657348633, ""learning_rate"": 6.666666666666667e-06, ""epoch"": 2.0}, {""loss"": 1.0443, ""grad_norm"": 3.2505762577056885, ""learning_rate"": 0.0, ""epoch"": 3.0}, {""train_runtime"": 179.711, ""train_samples_per_second"": 0.968, ""train_steps_per_second"": 0.033, ""train_loss"": 1.065393288930257, ""epoch"": 3.0}]",0.46153846153846156,1.0,0.631578947368421,1.0,0.3333333333333333,0.5,0.0,0.0,0.0
pt,after_2016,6,0.4,0.19999999999999998,"[{""loss"": 1.1165, ""grad_norm"": 3.078805685043335, ""learning_rate"": 1.3333333333333333e-05, ""epoch"": 1.0}, {""loss"": 1.0627, ""grad_norm"": 3.3267345428466797, ""learning_rate"": 6.666666666666667e-06, ""epoch"": 2.0}, {""loss"": 1.0328, ""grad_norm"": 3.4230713844299316, ""learning_rate"": 0.0, ""epoch"": 3.0}, {""train_runtime"": 180.3912, ""train_samples_per_second"": 0.965, ""train_steps_per_second"": 0.033, ""train_loss"": 1.0706571737925212, ""epoch"": 3.0}]",0.0,0.0,0.0,0.42857142857142855,1.0,0.6,0.0,0.0,0.0
pt,after_2016,7,0.5333333333333333,0.39015151515151514,"[{""loss"": 1.1057, ""grad_norm"": 3.782041072845459, ""learning_rate"": 1.3333333333333333e-05, ""epoch"": 1.0}, {""loss"": 1.0405, ""grad_norm"": 2.540649175643921, ""learning_rate"": 6.666666666666667e-06, ""epoch"": 2.0}, {""loss"": 1.0417, ""grad_norm"": 4.4431376457214355, ""learning_rate"": 0.0, ""epoch"": 3.0}, {""train_runtime"": 181.6546, ""train_samples_per_second"": 0.958, ""train_steps_per_second"": 0.033, ""train_loss"": 1.0626176198323567, ""epoch"": 3.0}]",0.5,0.8333333333333334,0.625,0.6,0.5,0.5454545454545454,0.0,0.0,0.0
pt,after_2016,8,0.06666666666666667,0.05128205128205129,"[{""loss"": 1.0818, ""grad_norm"": 2.764052629470825, ""learning_rate"": 1.3333333333333333e-05, ""epoch"": 1.0}, {""loss"": 1.0379, ""grad_norm"": 3.0364744663238525, ""learning_rate"": 6.666666666666667e-06, ""epoch"": 2.0}, {""loss"": 1.0254, ""grad_norm"": 3.372110605239868, ""learning_rate"": 0.0, ""epoch"": 3.0}, {""train_runtime"": 181.3424, ""train_samples_per_second"": 0.96, ""train_steps_per_second"": 0.033, ""train_loss"": 1.0483486652374268, ""epoch"": 3.0}]",0.0,0.0,0.0,0.14285714285714285,0.16666666666666666,0.15384615384615385,0.0,0.0,0.0
pt,after_2016,9,0.4,0.19047619047619047,"[{""loss"": 1.1004, ""grad_norm"": 1.8526320457458496, ""learning_rate"": 1.3333333333333333e-05, ""epoch"": 1.0}, {""loss"": 1.0468, ""grad_norm"": 1.6133780479431152, ""learning_rate"": 6.666666666666667e-06, ""epoch"": 2.0}, {""loss"": 1.0156, ""grad_norm"": 2.500572443008423, ""learning_rate"": 0.0, ""epoch"": 3.0}, {""train_runtime"": 178.466, ""train_samples_per_second"": 0.975, ""train_steps_per_second"": 0.034, ""train_loss"": 1.0542805989583333, ""epoch"": 3.0}]",0.4,1.0,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0
pt,after_2016,10,0.3333333333333333,0.16666666666666666,"[{""loss"": 1.0666, ""grad_norm"": 2.343493938446045, ""learning_rate"": 1.3333333333333333e-05, ""epoch"": 1.0}, {""loss"": 1.0435, ""grad_norm"": 2.135885715484619, ""learning_rate"": 6.666666666666667e-06, ""epoch"": 2.0}, {""loss"": 1.0032, ""grad_norm"": 3.6381778717041016, ""learning_rate"": 0.0, ""epoch"": 3.0}, {""train_runtime"": 173.8524, ""train_samples_per_second"": 1.001, ""train_steps_per_second"": 0.035, ""train_loss"": 1.0377650658289592, ""epoch"": 3.0}]",0.35714285714285715,0.8333333333333334,0.5,0.0,0.0,0.0,0.0,0.0,0.0
pt,after_2016,11,0.4,0.25925925925925924,"[{""loss"": 1.1028, ""grad_norm"": 3.6104931831359863, ""learning_rate"": 1.3333333333333333e-05, ""epoch"": 1.0}, {""loss"": 1.0524, ""grad_norm"": 2.562500238418579, ""learning_rate"": 6.666666666666667e-06, ""epoch"": 2.0}, {""loss"": 1.025, ""grad_norm"": 2.5089170932769775, ""learning_rate"": 0.0, ""epoch"": 3.0}, {""train_runtime"": 174.5698, ""train_samples_per_second"": 0.997, ""train_steps_per_second"": 0.034, ""train_loss"": 1.0600682099660237, ""epoch"": 3.0}]",0.3333333333333333,0.16666666666666666,0.2222222222222222,0.4166666666666667,0.8333333333333334,0.5555555555555556,0.0,0.0,0.0
pt,after_2016,12,0.3333333333333333,0.2333333333333333,"[{""loss"": 1.0755, ""grad_norm"": 3.0383262634277344, ""learning_rate"": 1.3333333333333333e-05, ""epoch"": 1.0}, {""loss"": 1.0596, ""grad_norm"": 2.5103087425231934, ""learning_rate"": 6.666666666666667e-06, ""epoch"": 2.0}, {""loss"": 1.004, ""grad_norm"": 2.127054452896118, ""learning_rate"": 0.0, ""epoch"": 3.0}, {""train_runtime"": 169.8093, ""train_samples_per_second"": 1.025, ""train_steps_per_second"": 0.035, ""train_loss"": 1.0463536580403645, ""epoch"": 3.0}]",0.16666666666666666,0.16666666666666666,0.16666666666666666,0.4444444444444444,0.6666666666666666,0.5333333333333333,0.0,0.0,0.0
pt,after_2016,13,0.4,0.19047619047619047,"[{""loss"": 1.1092, ""grad_norm"": 4.131312847137451, ""learning_rate"": 1.3333333333333333e-05, ""epoch"": 1.0}, {""loss"": 1.049, ""grad_norm"": 2.928553581237793, ""learning_rate"": 6.666666666666667e-06, ""epoch"": 2.0}, {""loss"": 1.03, ""grad_norm"": 2.5258395671844482, ""learning_rate"": 0.0, ""epoch"": 3.0}, {""train_runtime"": 180.1519, ""train_samples_per_second"": 0.966, ""train_steps_per_second"": 0.033, ""train_loss"": 1.062751015027364, ""epoch"": 3.0}]",0.0,0.0,0.0,0.4,1.0,0.5714285714285714,0.0,0.0,0.0
pt,after_2016,14,0.4666666666666667,0.34432234432234426,"[{""loss"": 1.0823, ""grad_norm"": 4.293997287750244, ""learning_rate"": 1.3333333333333333e-05, ""epoch"": 1.0}, {""loss"": 1.0436, ""grad_norm"": 2.4221556186676025, ""learning_rate"": 6.666666666666667e-06, ""epoch"": 2.0}, {""loss"": 1.0389, ""grad_norm"": 3.6091456413269043, ""learning_rate"": 0.0, ""epoch"": 3.0}, {""train_runtime"": 178.4743, ""train_samples_per_second"": 0.975, ""train_steps_per_second"": 0.034, ""train_loss"": 1.0549165805180867, ""epoch"": 3.0}]",0.5,0.6666666666666666,0.5714285714285714,0.42857142857142855,0.5,0.46153846153846156,0.0,0.0,0.0
pt,after_2016,15,0.5333333333333333,0.3956043956043956,"[{""loss"": 1.102, ""grad_norm"": 4.5988311767578125, ""learning_rate"": 1.3333333333333333e-05, ""epoch"": 1.0}, {""loss"": 1.0302, ""grad_norm"": 2.4938485622406006, ""learning_rate"": 6.666666666666667e-06, ""epoch"": 2.0}, {""loss"": 1.0183, ""grad_norm"": 2.7537591457366943, ""learning_rate"": 0.0, ""epoch"": 3.0}, {""train_runtime"": 180.9259, ""train_samples_per_second"": 0.962, ""train_steps_per_second"": 0.033, ""train_loss"": 1.0501741965611775, ""epoch"": 3.0}]",0.5,0.6666666666666666,0.5714285714285714,0.5714285714285714,0.6666666666666666,0.6153846153846154,0.0,0.0,0.0
pt,after_2016,16,0.4666666666666667,0.34848484848484845,"[{""loss"": 1.1242, ""grad_norm"": 4.103515625, ""learning_rate"": 1.3333333333333333e-05, ""epoch"": 1.0}, {""loss"": 1.0636, ""grad_norm"": 2.483788251876831, ""learning_rate"": 6.666666666666667e-06, ""epoch"": 2.0}, {""loss"": 1.0326, ""grad_norm"": 2.322026252746582, ""learning_rate"": 0.0, ""epoch"": 3.0}, {""train_runtime"": 175.3115, ""train_samples_per_second"": 0.993, ""train_steps_per_second"": 0.034, ""train_loss"": 1.073453466097514, ""epoch"": 3.0}]",0.4,0.6666666666666666,0.5,0.6,0.5,0.5454545454545454,0.0,0.0,0.0
pt,after_2016,17,0.4,0.2627450980392157,"[{""loss"": 1.116, ""grad_norm"": 4.406848430633545, ""learning_rate"": 1.3333333333333333e-05, ""epoch"": 1.0}, {""loss"": 1.0519, ""grad_norm"": 2.4909050464630127, ""learning_rate"": 6.666666666666667e-06, ""epoch"": 2.0}, {""loss"": 1.0332, ""grad_norm"": 2.4828009605407715, ""learning_rate"": 0.0, ""epoch"": 3.0}, {""train_runtime"": 181.5959, ""train_samples_per_second"": 0.958, ""train_steps_per_second"": 0.033, ""train_loss"": 1.0670080184936523, ""epoch"": 3.0}]",0.25,0.16666666666666666,0.2,0.45454545454545453,0.8333333333333334,0.5882352941176471,0.0,0.0,0.0
pt,after_2016,18,0.26666666666666666,0.1568627450980392,"[{""loss"": 1.0879, ""grad_norm"": 3.089909553527832, ""learning_rate"": 1.3333333333333333e-05, ""epoch"": 1.0}, {""loss"": 1.057, ""grad_norm"": 3.2501776218414307, ""learning_rate"": 6.666666666666667e-06, ""epoch"": 2.0}, {""loss"": 1.0166, ""grad_norm"": 2.0010223388671875, ""learning_rate"": 0.0, ""epoch"": 3.0}, {""train_runtime"": 177.6409, ""train_samples_per_second"": 0.98, ""train_steps_per_second"": 0.034, ""train_loss"": 1.0538562536239624, ""epoch"": 3.0}]",0.0,0.0,0.0,0.36363636363636365,0.6666666666666666,0.47058823529411764,0.0,0.0,0.0
pt,after_2016,19,0.3333333333333333,0.17543859649122806,"[{""loss"": 1.1066, ""grad_norm"": 4.5118842124938965, ""learning_rate"": 1.3333333333333333e-05, ""epoch"": 1.0}, {""loss"": 1.0437, ""grad_norm"": 3.4826507568359375, ""learning_rate"": 6.666666666666667e-06, ""epoch"": 2.0}, {""loss"": 1.0328, ""grad_norm"": 3.4456193447113037, ""learning_rate"": 0.0, ""epoch"": 3.0}, {""train_runtime"": 179.9693, ""train_samples_per_second"": 0.967, ""train_steps_per_second"": 0.033, ""train_loss"": 1.060998558998108, ""epoch"": 3.0}]",0.0,0.0,0.0,0.38461538461538464,0.8333333333333334,0.5263157894736842,0.0,0.0,0.0
pt,after_2016,20,0.4666666666666667,0.3333333333333333,"[{""loss"": 1.0779, ""grad_norm"": 2.6450858116149902, ""learning_rate"": 1.3333333333333333e-05, ""epoch"": 1.0}, {""loss"": 1.0567, ""grad_norm"": 2.433485507965088, ""learning_rate"": 6.666666666666667e-06, ""epoch"": 2.0}, {""loss"": 1.0349, ""grad_norm"": 1.7989379167556763, ""learning_rate"": 0.0, ""epoch"": 3.0}, {""train_runtime"": 176.4923, ""train_samples_per_second"": 0.986, ""train_steps_per_second"": 0.034, ""train_loss"": 1.056520938873291, ""epoch"": 3.0}]",0.4166666666666667,0.8333333333333334,0.5555555555555556,0.6666666666666666,0.3333333333333333,0.4444444444444444,0.0,0.0,0.0
pt,after_2016,21,0.3333333333333333,0.1851851851851852,"[{""loss"": 1.1075, ""grad_norm"": 3.4818382263183594, ""learning_rate"": 1.3333333333333333e-05, ""epoch"": 1.0}, {""loss"": 1.0448, ""grad_norm"": 3.0324649810791016, ""learning_rate"": 6.666666666666667e-06, ""epoch"": 2.0}, {""loss"": 1.0403, ""grad_norm"": 2.77484393119812, ""learning_rate"": 0.0, ""epoch"": 3.0}, {""train_runtime"": 177.087, ""train_samples_per_second"": 0.983, ""train_steps_per_second"": 0.034, ""train_loss"": 1.0641864935557048, ""epoch"": 3.0}]",0.0,0.0,0.0,0.4166666666666667,0.8333333333333334,0.5555555555555556,0.0,0.0,0.0
pt,after_2016,22,0.4,0.2627450980392157,"[{""loss"": 1.0796, ""grad_norm"": 2.6438732147216797, ""learning_rate"": 1.3333333333333333e-05, ""epoch"": 1.0}, {""loss"": 1.0598, ""grad_norm"": 2.8665270805358887, ""learning_rate"": 6.666666666666667e-06, ""epoch"": 2.0}, {""loss"": 1.0368, ""grad_norm"": 2.633606433868408, ""learning_rate"": 0.0, ""epoch"": 3.0}, {""train_runtime"": 172.457, ""train_samples_per_second"": 1.009, ""train_steps_per_second"": 0.035, ""train_loss"": 1.0587318738301594, ""epoch"": 3.0}]",0.25,0.16666666666666666,0.2,0.45454545454545453,0.8333333333333334,0.5882352941176471,0.0,0.0,0.0
pt,after_2016,23,0.5333333333333333,0.3956043956043956,"[{""loss"": 1.0819, ""grad_norm"": 2.58150053024292, ""learning_rate"": 1.3333333333333333e-05, ""epoch"": 1.0}, {""loss"": 1.0506, ""grad_norm"": 1.7162742614746094, ""learning_rate"": 6.666666666666667e-06, ""epoch"": 2.0}, {""loss"": 1.0232, ""grad_norm"": 1.6891993284225464, ""learning_rate"": 0.0, ""epoch"": 3.0}, {""train_runtime"": 178.5011, ""train_samples_per_second"": 0.975, ""train_steps_per_second"": 0.034, ""train_loss"": 1.0518968900044758, ""epoch"": 3.0}]",0.5,0.6666666666666666,0.5714285714285714,0.5714285714285714,0.6666666666666666,0.6153846153846154,0.0,0.0,0.0
pt,after_2016,24,0.3333333333333333,0.1851851851851852,"[{""loss"": 1.105, ""grad_norm"": 2.86039137840271, ""learning_rate"": 1.3333333333333333e-05, ""epoch"": 1.0}, {""loss"": 1.0518, ""grad_norm"": 3.839303970336914, ""learning_rate"": 6.666666666666667e-06, ""epoch"": 2.0}, {""loss"": 1.0333, ""grad_norm"": 2.0653886795043945, ""learning_rate"": 0.0, ""epoch"": 3.0}, {""train_runtime"": 172.3574, ""train_samples_per_second"": 1.01, ""train_steps_per_second"": 0.035, ""train_loss"": 1.0633808771769206, ""epoch"": 3.0}]",0.0,0.0,0.0,0.4166666666666667,0.8333333333333334,0.5555555555555556,0.0,0.0,0.0
pt,after_2016,25,0.26666666666666666,0.19413919413919412,"[{""loss"": 1.1058, ""grad_norm"": 4.220936298370361, ""learning_rate"": 1.3333333333333333e-05, ""epoch"": 1.0}, {""loss"": 1.0523, ""grad_norm"": 2.700751543045044, ""learning_rate"": 6.666666666666667e-06, ""epoch"": 2.0}, {""loss"": 1.0128, ""grad_norm"": 1.9248946905136108, ""learning_rate"": 0.0, ""epoch"": 3.0}, {""train_runtime"": 177.0606, ""train_samples_per_second"": 0.983, ""train_steps_per_second"": 0.034, ""train_loss"": 1.056936264038086, ""epoch"": 3.0}]",0.14285714285714285,0.16666666666666666,0.15384615384615385,0.375,0.5,0.42857142857142855,0.0,0.0,0.0
pt,after_2016,26,0.4,0.19047619047619047,"[{""loss"": 1.0914, ""grad_norm"": 2.5134074687957764, ""learning_rate"": 1.3333333333333333e-05, ""epoch"": 1.0}, {""loss"": 1.0742, ""grad_norm"": Infinity, ""learning_rate"": 1e-05, ""epoch"": 2.0}, {""loss"": 1.0472, ""grad_norm"": 2.92533278465271, ""learning_rate"": 3.3333333333333333e-06, ""epoch"": 3.0}, {""train_runtime"": 174.3874, ""train_samples_per_second"": 0.998, ""train_steps_per_second"": 0.034, ""train_loss"": 1.070959250132243, ""epoch"": 3.0}]",0.4,1.0,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0
pt,after_2016,27,0.5333333333333333,0.396078431372549,"[{""loss"": 1.0975, ""grad_norm"": 1.8089344501495361, ""learning_rate"": 1.3333333333333333e-05, ""epoch"": 1.0}, {""loss"": 1.0549, ""grad_norm"": 2.6373512744903564, ""learning_rate"": 6.666666666666667e-06, ""epoch"": 2.0}, {""loss"": 1.0446, ""grad_norm"": 4.456819534301758, ""learning_rate"": 0.0, ""epoch"": 3.0}, {""train_runtime"": 180.6396, ""train_samples_per_second"": 0.963, ""train_steps_per_second"": 0.033, ""train_loss"": 1.0656890869140625, ""epoch"": 3.0}]",0.45454545454545453,0.8333333333333334,0.5882352941176471,0.75,0.5,0.6,0.0,0.0,0.0
pt,after_2016,28,0.4,0.19047619047619047,"[{""loss"": 1.0789, ""grad_norm"": 2.155163526535034, ""learning_rate"": 1.3333333333333333e-05, ""epoch"": 1.0}, {""loss"": 1.0668, ""grad_norm"": 5.913640022277832, ""learning_rate"": 6.666666666666667e-06, ""epoch"": 2.0}, {""loss"": 1.0333, ""grad_norm"": 2.47721791267395, ""learning_rate"": 0.0, ""epoch"": 3.0}, {""train_runtime"": 178.2405, ""train_samples_per_second"": 0.976, ""train_steps_per_second"": 0.034, ""train_loss"": 1.059686501820882, ""epoch"": 3.0}]",0.4,1.0,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0
pt,after_2016,29,0.4666666666666667,0.29523809523809524,"[{""loss"": 1.1161, ""grad_norm"": 4.951667308807373, ""learning_rate"": 1.3333333333333333e-05, ""epoch"": 1.0}, {""loss"": 1.0823, ""grad_norm"": 3.4665277004241943, ""learning_rate"": 6.666666666666667e-06, ""epoch"": 2.0}, {""loss"": 1.0421, ""grad_norm"": 2.49931001663208, ""learning_rate"": 0.0, ""epoch"": 3.0}, {""train_runtime"": 182.8466, ""train_samples_per_second"": 0.952, ""train_steps_per_second"": 0.033, ""train_loss"": 1.0801643530527751, ""epoch"": 3.0}]",0.42857142857142855,1.0,0.6,1.0,0.16666666666666666,0.2857142857142857,0.0,0.0,0.0
pt,after_2016,30,0.4666666666666667,0.29523809523809524,"[{""loss"": 1.083, ""grad_norm"": 2.3147966861724854, ""learning_rate"": 1.3333333333333333e-05, ""epoch"": 1.0}, {""loss"": 1.0966, ""grad_norm"": 5.450301170349121, ""learning_rate"": 6.666666666666667e-06, ""epoch"": 2.0}, {""loss"": 1.0425, ""grad_norm"": 3.191394090652466, ""learning_rate"": 0.0, ""epoch"": 3.0}, {""train_runtime"": 179.5245, ""train_samples_per_second"": 0.969, ""train_steps_per_second"": 0.033, ""train_loss"": 1.0740186373392742, ""epoch"": 3.0}]",0.42857142857142855,1.0,0.6,1.0,0.16666666666666666,0.2857142857142857,0.0,0.0,0.0
pt,full,1,0.4146341463414634,0.1954022988505747,"[{""loss"": 1.1136, ""grad_norm"": NaN, ""learning_rate"": 1.4444444444444446e-05, ""epoch"": 1.0}, {""loss"": 1.0531, ""grad_norm"": 10.678099632263184, ""learning_rate"": 7.77777777777778e-06, ""epoch"": 2.0}, {""loss"": 1.0673, ""grad_norm"": 14.103048324584961, ""learning_rate"": 1.111111111111111e-06, ""epoch"": 3.0}, {""train_runtime"": 496.0921, ""train_samples_per_second"": 0.974, ""train_steps_per_second"": 0.036, ""train_loss"": 1.0780164930555556, ""epoch"": 3.0}]",0.4146341463414634,1.0,0.5862068965517241,0.0,0.0,0.0,0.0,0.0,0.0
pt,full,2,0.4878048780487805,0.3566760037348273,"[{""loss"": 1.0405, ""grad_norm"": NaN, ""learning_rate"": 1.4444444444444446e-05, ""epoch"": 1.0}, {""loss"": 1.1001, ""grad_norm"": 13.230396270751953, ""learning_rate"": 7.77777777777778e-06, ""epoch"": 2.0}, {""loss"": 1.0554, ""grad_norm"": 13.835970878601074, ""learning_rate"": 1.111111111111111e-06, ""epoch"": 3.0}, {""train_runtime"": 511.3256, ""train_samples_per_second"": 0.945, ""train_steps_per_second"": 0.035, ""train_loss"": 1.065336439344618, ""epoch"": 3.0}]",0.5,1.0,0.6666666666666666,0.5,0.2,0.2857142857142857,0.3333333333333333,0.07142857142857142,0.11764705882352941
pt,full,3,0.4146341463414634,0.1954022988505747,"[{""loss"": 1.0781, ""grad_norm"": NaN, ""learning_rate"": 1.4444444444444446e-05, ""epoch"": 1.0}, {""loss"": 1.0509, ""grad_norm"": 11.073110580444336, ""learning_rate"": 7.77777777777778e-06, ""epoch"": 2.0}, {""loss"": 1.0334, ""grad_norm"": 10.169340133666992, ""learning_rate"": 1.111111111111111e-06, ""epoch"": 3.0}, {""train_runtime"": 493.7828, ""train_samples_per_second"": 0.978, ""train_steps_per_second"": 0.036, ""train_loss"": 1.0541441175672743, ""epoch"": 3.0}]",0.4146341463414634,1.0,0.5862068965517241,0.0,0.0,0.0,0.0,0.0,0.0
pt,full,4,0.4634146341463415,0.30512820512820515,"[{""loss"": 1.0688, ""grad_norm"": NaN, ""learning_rate"": 1.4444444444444446e-05, ""epoch"": 1.0}, {""loss"": 1.0347, ""grad_norm"": 13.04829216003418, ""learning_rate"": 7.77777777777778e-06, ""epoch"": 2.0}, {""loss"": 1.0254, ""grad_norm"": 15.833048820495605, ""learning_rate"": 1.111111111111111e-06, ""epoch"": 3.0}, {""train_runtime"": 497.3286, ""train_samples_per_second"": 0.971, ""train_steps_per_second"": 0.036, ""train_loss"": 1.0429662068684895, ""epoch"": 3.0}]",0.45714285714285713,0.9411764705882353,0.6153846153846154,0.0,0.0,0.0,0.5,0.21428571428571427,0.3
pt,full,5,0.4146341463414634,0.1954022988505747,"[{""loss"": 1.0808, ""grad_norm"": NaN, ""learning_rate"": 1.4444444444444446e-05, ""epoch"": 1.0}, {""loss"": 1.1012, ""grad_norm"": 13.538765907287598, ""learning_rate"": 7.77777777777778e-06, ""epoch"": 2.0}, {""loss"": 1.091, ""grad_norm"": 14.9468412399292, ""learning_rate"": 1.111111111111111e-06, ""epoch"": 3.0}, {""train_runtime"": 487.9213, ""train_samples_per_second"": 0.99, ""train_steps_per_second"": 0.037, ""train_loss"": 1.091014438205295, ""epoch"": 3.0}]",0.4146341463414634,1.0,0.5862068965517241,0.0,0.0,0.0,0.0,0.0,0.0
pt,full,6,0.4146341463414634,0.1954022988505747,"[{""loss"": 1.0882, ""grad_norm"": NaN, ""learning_rate"": 1.4444444444444446e-05, ""epoch"": 1.0}, {""loss"": 1.0686, ""grad_norm"": 11.573092460632324, ""learning_rate"": 7.77777777777778e-06, ""epoch"": 2.0}, {""loss"": 1.1496, ""grad_norm"": Infinity, ""learning_rate"": 2.222222222222222e-06, ""epoch"": 3.0}, {""train_runtime"": 489.274, ""train_samples_per_second"": 0.987, ""train_steps_per_second"": 0.037, ""train_loss"": 1.1021202935112848, ""epoch"": 3.0}]",0.4146341463414634,1.0,0.5862068965517241,0.0,0.0,0.0,0.0,0.0,0.0
pt,full,7,0.4146341463414634,0.1954022988505747,"[{""loss"": 1.0305, ""grad_norm"": NaN, ""learning_rate"": 1.4444444444444446e-05, ""epoch"": 1.0}, {""loss"": 1.0512, ""grad_norm"": 11.843974113464355, ""learning_rate"": 7.77777777777778e-06, ""epoch"": 2.0}, {""loss"": 0.9921, ""grad_norm"": 10.50772762298584, ""learning_rate"": 1.111111111111111e-06, ""epoch"": 3.0}, {""train_runtime"": 489.1159, ""train_samples_per_second"": 0.987, ""train_steps_per_second"": 0.037, ""train_loss"": 1.0246047973632812, ""epoch"": 3.0}]",0.4146341463414634,1.0,0.5862068965517241,0.0,0.0,0.0,0.0,0.0,0.0
pt,full,8,0.4146341463414634,0.1954022988505747,"[{""loss"": 1.0829, ""grad_norm"": NaN, ""learning_rate"": 1.4444444444444446e-05, ""epoch"": 1.0}, {""loss"": 1.0196, ""grad_norm"": 10.860694885253906, ""learning_rate"": 7.77777777777778e-06, ""epoch"": 2.0}, {""loss"": 1.043, ""grad_norm"": 12.024324417114258, ""learning_rate"": 1.111111111111111e-06, ""epoch"": 3.0}, {""train_runtime"": 485.2911, ""train_samples_per_second"": 0.995, ""train_steps_per_second"": 0.037, ""train_loss"": 1.04850345187717, ""epoch"": 3.0}]",0.4146341463414634,1.0,0.5862068965517241,0.0,0.0,0.0,0.0,0.0,0.0
pt,full,9,0.34146341463414637,0.21437908496732025,"[{""loss"": 1.0452, ""grad_norm"": NaN, ""learning_rate"": 1.4444444444444446e-05, ""epoch"": 1.0}, {""loss"": 1.0466, ""grad_norm"": 12.610468864440918, ""learning_rate"": 7.77777777777778e-06, ""epoch"": 2.0}, {""loss"": 1.0284, ""grad_norm"": Infinity, ""learning_rate"": 2.222222222222222e-06, ""epoch"": 3.0}, {""train_runtime"": 488.3042, ""train_samples_per_second"": 0.989, ""train_steps_per_second"": 0.037, ""train_loss"": 1.0400661892361112, ""epoch"": 3.0}]",0.38235294117647056,0.7647058823529411,0.5098039215686274,0.0,0.0,0.0,1.0,0.07142857142857142,0.13333333333333333
